"標準地域コード","都道府県","政令市･郡･支庁･振興局等","政令市･郡･支庁･振興局等（ふりがな）","市区町村","市区町村（ふりがな）","廃置分合等施行年月日","廃置分合等情報有無"
"14206","神奈川県","","","小田原市","おだわらし","2000-11-01","有"
"14207","神奈川県","","","茅ヶ崎市","ちがさきし","2003-04-01","有"
"14208","神奈川県","","","逗子市","ずしし","1975-02-15","有"
"14209","神奈川県","","","相模原市","さがみはらし","2007-03-11","有"
"14210","神奈川県","","","三浦市","みうらし","",""
"14211","神奈川県","","","秦野市","はだのし","1972-02-01","有"
"14212","神奈川県","","","厚木市","あつぎし","2002-04-01","有"
"14213","神奈川県","","","大和市","やまとし","2000-11-01","有"
"14214","神奈川県","","","伊勢原市","いせはらし","1975-05-01","有"
"14215","神奈川県","","","海老名市","えびなし","1982-09-01","有"
"14216","神奈川県","","","座間市","ざまし","1971-11-01","有"
"14217","神奈川県","","","南足柄市","みなみあしがらし","2001-01-10","有"
"14218","神奈川県","","","綾瀬市","あやせし","1982-09-01","有"
"14300","神奈川県","三浦郡","みうらぐん","","","",""
"14301","神奈川県","三浦郡","みうらぐん","葉山町","はやままち","1975-02-15","有"
"14320","神奈川県","高座郡","こうざぐん","","","",""
"14321","神奈川県","高座郡","こうざぐん","寒川町","さむかわまち","",""
"14340","神奈川県","中郡","なかぐん","","","",""
"14341","神奈川県","中郡","なかぐん","大磯町","おおいそまち","",""
"14342","神奈川県","中郡","なかぐん","二宮町","にのみやまち","",""
"14360","神奈川県","足柄上郡","あしがらかみぐん","","","",""
"14361","神奈川県","足柄上郡","あしがらかみぐん","中井町","なかいまち","",""
"14362","神奈川県","足柄上郡","あしがらかみぐん","大井町","おおいまち","1998-04-01","有"
"14363","神奈川県","足柄上郡","あしがらかみぐん","松田町","まつだまち","1998-04-01","有"
"14364","神奈川県","足柄上郡","あしがらかみぐん","山北町","やまきたまち","",""
"14366","神奈川県","足柄上郡","あしがらかみぐん","開成町","かいせいまち","2001-01-10","有"
"14380","神奈川県","足柄下郡","あしがらしもぐん","","","",""
"14382","神奈川県","足柄下郡","あしがらしもぐん","箱根町","はこねまち","",""
"14383","神奈川県","足柄下郡","あしがらしもぐん","真鶴町","まなづるまち","",""
"14384","神奈川県","足柄下郡","あしがらしもぐん","湯河原町","ゆがわらまち","",""
"14400","神奈川県","愛甲郡","あいこうぐん","","","",""
"14401","神奈川県","愛甲郡","あいこうぐん","愛川町","あいかわまち","1971-09-01","有"
"14402","神奈川県","愛甲郡","あいこうぐん","清川村","きよかわむら","",""
"15100","新潟県","新潟市","にいがたし","","","2007-04-01","有"
"15101","新潟県","新潟市","にいがたし","北区","きたく","2007-04-01","有"
"15102","新潟県","新潟市","にいがたし","東区","ひがしく","2007-04-01","有"
"15103","新潟県","新潟市","にいがたし","中央区","ちゅうおうく","2007-04-01","有"
"15104","新潟県","新潟市","にいがたし","江南区","こうなんく","2007-04-01","有"
"15105","新潟県","新潟市","にいがたし","秋葉区","あきはく","2007-04-01","有"
"15106","新潟県","新潟市","にいがたし","南区","みなみく","2007-04-01","有"
"15107","新潟県","新潟市","にいがたし","西区","にしく","2007-04-01","有"
"15108","新潟県","新潟市","にいがたし","西蒲区","にしかんく","2007-04-01","有"
"15202","新潟県","","","長岡市","ながおかし","2007-04-01","有"
"15204","新潟県","","","三条市","さんじょうし","2007-03-28","有"
"15205","新潟県","","","柏崎市","かしわざきし","2005-05-01","有"
"15206","新潟県","","","新発田市","しばたし","2005-05-01","有"
"15208","新潟県","","","小千谷市","おぢやし","1995-10-25","有"
"15209","新潟県","","","加茂市","かもし","1991-10-16","有"
"15210","新潟県","","","十日町市","とおかまちし","2005-04-01","有"
"15211","新潟県","","","見附市","みつけし","2007-03-28","有"
"15212","新潟県","","","村上市","むらかみし","2003-03-26","有"
"15213","新潟県","","","燕市","つばめし","2006-03-20","有"
"15216","新潟県","","","糸魚川市","いといがわし","2005-03-19","有"
"15217","新潟県","","","妙高市","みょうこうし","2005-04-01","有"
"15218","新潟県","","","五泉市","ごせんし","2006-01-01","有"
"15222","新潟県","","","上越市","じょうえつし","2007-04-01","有"
"15223","新潟県","","","阿賀野市","あがのし","2004-04-01","有"
"15224","新潟県","","","佐渡市","さどし","2004-03-01","有"
"15225","新潟県","","","魚沼市","うおぬまし","2004-11-01","有"
"15226","新潟県","","","南魚沼市","みなみうおぬまし","2005-10-01","有"
"15227","新潟県","","","胎内市","たいないし","2005-09-01","有"
"15300","新潟県","北蒲原郡","きたかんばらぐん","","","",""
"15307","新潟県","北蒲原郡","きたかんばらぐん","聖籠町","せいろうまち","2002-03-23","有"
"15340","新潟県","西蒲原郡","にしかんばらぐん","","","",""
"15342","新潟県","西蒲原郡","にしかんばらぐん","弥彦村","やひこむら","1991-01-09","有"
"15360","新潟県","南蒲原郡","みなみかんばらぐん","","","",""
"15361","新潟県","南蒲原郡","みなみかんばらぐん","田上町","たがみまち","1973-08-01","有"
"15380","新潟県","東蒲原郡","ひがしかんばらぐん","","","",""
"15385","新潟県","東蒲原郡","ひがしかんばらぐん","阿賀町","あがまち","2005-04-01","有"
"15400","新潟県","三島郡","さんとうぐん","","","",""
"15405","新潟県","三島郡","さんとうぐん","出雲崎町","いずもざきまち","1979-05-01","有"
"15440","新潟県","北魚沼郡","きたうおぬまぐん","","","","有"
"15441","新潟県","北魚沼郡","きたうおぬまぐん","川口町","かわぐちまち","1973-05-01","有"
"15460","新潟県","南魚沼郡","みなみうおぬまぐん","","","",""
"15461","新潟県","南魚沼郡","みなみうおぬまぐん","湯沢町","ゆざわまち","1982-03-23","有"
"15480","新潟県","中魚沼郡","なかうおぬまぐん","","","",""
"15482","新潟県","中魚沼郡","なかうおぬまぐん","津南町","つなんまち","1997-12-27","有"
"15500","新潟県","刈羽郡","かりわぐん","","","",""
"15504","新潟県","刈羽郡","かりわぐん","刈羽村","かりわむら","2002-03-16","有"
"15580","新潟県","岩船郡","いわふねぐん","","","",""
"15581","新潟県","岩船郡","いわふねぐん","関川村","せきかわむら","1972-09-01","有"
"15582","新潟県","岩船郡","いわふねぐん","荒川町","あらかわまち","2004-03-27","有"
"15583","新潟県","岩船郡","いわふねぐん","神林村","かみはやしむら","2004-03-27","有"
"15584","新潟県","岩船郡","いわふねぐん","朝日村","あさひむら","1975-12-01","有"
"15585","新潟県","岩船郡","いわふねぐん","山北町","さんぽくまち","","有"
"15586","新潟県","岩船郡","いわふねぐん","粟島浦村","あわしまうらむら","",""
"16201","富山県","","","富山市","とやまし","2005-04-01","有"
"16202","富山県","","","高岡市","たかおかし","2005-11-01","有"
"16204","富山県","","","魚津市","うおづし","1989-06-01","有"
"16205","富山県","","","氷見市","ひみし","",""
"16206","富山県","","","滑川市","なめりかわし","1991-03-25","有"
"16207","富山県","","","黒部市","くろべし","2006-03-31","有"
"16208","富山県","","","砺波市","となみし","2004-11-01","有"
"16209","富山県","","","小矢部市","おやべし","1992-03-01","有"
"16210","富山県","","","南砺市","なんとし","2004-11-01","有"
"16211","富山県","","","射水市","いみずし","2005-11-01","有"
"16320","富山県","中新川郡","なかにいかわぐん","","","",""
"16321","富山県","中新川郡","なかにいかわぐん","舟橋村","ふなはしむら","2000-03-01","有"
"16322","富山県","中新川郡","なかにいかわぐん","上市町","かみいちまち","1991-03-25","有"
"16323","富山県","中新川郡","なかにいかわぐん","立山町","たてやままち","2000-03-01","有"
"16340","富山県","下新川郡","しもにいかわぐん","","","",""
"16342","富山県","下新川郡","しもにいかわぐん","入善町","にゅうぜんまち","1983-03-01","有"
"16343","富山県","下新川郡","しもにいかわぐん","朝日町","あさひまち","1983-03-01","有"
"17201","石川県","","","金沢市","かなざわし","1999-05-01","有"
"17202","石川県","","","七尾市","ななおし","2004-10-01","有"
"17203","石川県","","","小松市","こまつし","2003-12-01","有"
"17204","石川県","","","輪島市","わじまし","2006-02-01","有"
"17205","石川県","","","珠洲市","すずし","",""
"17206","石川県","","","加賀市","かがし","2005-10-01","有"
"17207","石川県","","","羽咋市","はくいし","2006-08-01","有"
"17209","石川県","","","かほく市","かほくし","2004-03-01","有"
"17210","石川県","","","白山市","はくさんし","2005-02-01","有"
"17211","石川県","","","能美市","のみし","2005-02-01","有"
"17320","石川県","能美郡","のみぐん","","","",""
"17324","石川県","能美郡","のみぐん","川北町","かわきたまち","1993-04-01","有"
"17340","石川県","石川郡","いしかわぐん","","","","有"
"17344","石川県","石川郡","いしかわぐん","野々市町","ののいちまち","1999-05-01","有"
"17360","石川県","河北郡","かほくぐん","","","",""
"17361","石川県","河北郡","かほくぐん","津幡町","つばたまち","2004-02-10","有"
"17365","石川県","河北郡","かほくぐん","内灘町","うちなだまち","1978-03-30","有"
"17380","石川県","羽咋郡","はくいぐん","","","",""
"17384","石川県","羽咋郡","はくいぐん","志賀町","しかまち","2005-09-01","有"
"17386","石川県","羽咋郡","はくいぐん","宝達志水町","ほうだつしみずちょう","2006-08-01","有"
"17400","石川県","鹿島郡","かしまぐん","","","",""
"17407","石川県","鹿島郡","かしまぐん","中能登町","なかのとまち","2005-03-01","有"
"17460","石川県","鳳珠郡","ほうすぐん","","","2005-03-01","有"
"17461","石川県","鳳珠郡","ほうすぐん","穴水町","あなみずまち","2005-03-01","有"
"17463","石川県","鳳珠郡","ほうすぐん","能登町","のとちょう","2005-03-01","有"
"18201","福井県","","","福井市","ふくいし","2006-02-01","有"
"18202","福井県","","","敦賀市","つるがし","",""
"18204","福井県","","","小浜市","おばまし","1993-02-04","有"
"18205","福井県","","","大野市","おおのし","2005-11-07","有"
"18206","福井県","","","勝山市","かつやまし","",""
"18207","福井県","","","鯖江市","さばえし","1988-06-01","有"
"18208","福井県","","","あわら市","あわらし","2007-04-03","有"
"18209","福井県","","","越前市","えちぜんし","2005-10-01","有"
"18210","福井県","","","坂井市","さかいし","2007-04-03","有"
"18320","福井県","吉田郡","よしだぐん","","","",""
"18322","福井県","吉田郡","よしだぐん","永平寺町","えいへいじちょう","2006-02-13","有"
"18380","福井県","今立郡","いまだてぐん","","","",""
"18382","福井県","今立郡","いまだてぐん","池田町","いけだちょう","",""
